id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_lab,jumlah_lab,satuan,tahun
528,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK SEDANG,0,UNIT,2020/2021
529,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK BERAT,0,UNIT,2020/2021
530,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK TOTAL,0,UNIT,2020/2021
531,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAIK,1,UNIT,2020/2021
532,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK RINGAN,1,UNIT,2020/2021
533,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK SEDANG,0,UNIT,2020/2021
534,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK BERAT,0,UNIT,2020/2021
535,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK TOTAL,0,UNIT,2020/2021
536,32,JAWA BARAT,3279,KOTA BANJAR,BAIK,1,UNIT,2020/2021
537,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK RINGAN,0,UNIT,2020/2021
538,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK SEDANG,0,UNIT,2020/2021
539,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK BERAT,0,UNIT,2020/2021
540,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK TOTAL,0,UNIT,2020/2021
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAIK,21,UNIT,2023/2024
542,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK RINGAN,10,UNIT,2023/2024
543,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK SEDANG,2,UNIT,2023/2024
544,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK BERAT,1,UNIT,2023/2024
545,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK TOTAL,0,UNIT,2023/2024
546,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAIK,16,UNIT,2023/2024
547,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK RINGAN,10,UNIT,2023/2024
548,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK SEDANG,2,UNIT,2023/2024
549,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK BERAT,0,UNIT,2023/2024
550,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK TOTAL,0,UNIT,2023/2024
551,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAIK,12,UNIT,2023/2024
552,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK RINGAN,3,UNIT,2023/2024
553,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK SEDANG,2,UNIT,2023/2024
554,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK BERAT,1,UNIT,2023/2024
555,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK TOTAL,0,UNIT,2023/2024
556,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAIK,11,UNIT,2023/2024
557,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK RINGAN,2,UNIT,2023/2024
558,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK SEDANG,1,UNIT,2023/2024
559,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK BERAT,0,UNIT,2023/2024
560,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK TOTAL,0,UNIT,2023/2024
561,32,JAWA BARAT,3205,KABUPATEN GARUT,BAIK,8,UNIT,2023/2024
562,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK RINGAN,11,UNIT,2023/2024
563,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK SEDANG,4,UNIT,2023/2024
564,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK BERAT,0,UNIT,2023/2024
565,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK TOTAL,0,UNIT,2023/2024
566,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAIK,17,UNIT,2023/2024
567,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK RINGAN,2,UNIT,2023/2024
568,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK SEDANG,2,UNIT,2023/2024
569,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK BERAT,0,UNIT,2023/2024
570,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK TOTAL,0,UNIT,2023/2024
571,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAIK,13,UNIT,2023/2024
572,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK RINGAN,6,UNIT,2023/2024
573,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK SEDANG,2,UNIT,2023/2024
574,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK BERAT,0,UNIT,2023/2024
575,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK TOTAL,0,UNIT,2023/2024
576,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BAIK,4,UNIT,2023/2024
577,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK RINGAN,1,UNIT,2023/2024
578,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK SEDANG,0,UNIT,2023/2024
579,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK BERAT,0,UNIT,2023/2024
580,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK TOTAL,0,UNIT,2023/2024
581,32,JAWA BARAT,3209,KABUPATEN CIREBON,BAIK,6,UNIT,2023/2024
582,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK RINGAN,7,UNIT,2023/2024
583,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK SEDANG,0,UNIT,2023/2024
584,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK BERAT,1,UNIT,2023/2024
585,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK TOTAL,0,UNIT,2023/2024
586,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BAIK,8,UNIT,2023/2024
587,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK RINGAN,2,UNIT,2023/2024
588,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK SEDANG,1,UNIT,2023/2024
589,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK BERAT,1,UNIT,2023/2024
590,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK TOTAL,0,UNIT,2023/2024
591,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAIK,8,UNIT,2023/2024
592,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK RINGAN,5,UNIT,2023/2024
593,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK SEDANG,4,UNIT,2023/2024
594,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK BERAT,0,UNIT,2023/2024
595,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK TOTAL,0,UNIT,2023/2024
596,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAIK,7,UNIT,2023/2024
597,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK RINGAN,2,UNIT,2023/2024
598,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK SEDANG,3,UNIT,2023/2024
599,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK BERAT,3,UNIT,2023/2024
600,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK TOTAL,0,UNIT,2023/2024
601,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAIK,10,UNIT,2023/2024
602,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK RINGAN,4,UNIT,2023/2024
603,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK SEDANG,0,UNIT,2023/2024
604,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK BERAT,1,UNIT,2023/2024
605,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK TOTAL,0,UNIT,2023/2024
606,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAIK,4,UNIT,2023/2024
607,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK RINGAN,1,UNIT,2023/2024
608,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK SEDANG,0,UNIT,2023/2024
609,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK BERAT,0,UNIT,2023/2024
610,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK TOTAL,0,UNIT,2023/2024
611,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAIK,3,UNIT,2023/2024
612,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK RINGAN,2,UNIT,2023/2024
613,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK SEDANG,0,UNIT,2023/2024
614,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK BERAT,0,UNIT,2023/2024
615,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK TOTAL,0,UNIT,2023/2024
616,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAIK,17,UNIT,2023/2024
617,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK RINGAN,4,UNIT,2023/2024
618,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK SEDANG,1,UNIT,2023/2024
619,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK BERAT,1,UNIT,2023/2024
620,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK TOTAL,0,UNIT,2023/2024
621,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAIK,5,UNIT,2023/2024
622,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK RINGAN,5,UNIT,2023/2024
623,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK SEDANG,1,UNIT,2023/2024
624,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK BERAT,2,UNIT,2023/2024
625,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK TOTAL,0,UNIT,2023/2024
626,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAIK,2,UNIT,2023/2024
627,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK RINGAN,0,UNIT,2023/2024
628,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK SEDANG,1,UNIT,2023/2024
629,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK BERAT,1,UNIT,2023/2024
630,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK TOTAL,0,UNIT,2023/2024
631,32,JAWA BARAT,3271,KOTA BOGOR,BAIK,3,UNIT,2023/2024
632,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK RINGAN,2,UNIT,2023/2024
633,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK SEDANG,0,UNIT,2023/2024
634,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK BERAT,0,UNIT,2023/2024
635,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK TOTAL,0,UNIT,2023/2024
636,32,JAWA BARAT,3272,KOTA SUKABUMI,BAIK,6,UNIT,2023/2024
637,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK RINGAN,1,UNIT,2023/2024
638,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK SEDANG,0,UNIT,2023/2024
639,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK BERAT,0,UNIT,2023/2024
640,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK TOTAL,0,UNIT,2023/2024
641,32,JAWA BARAT,3273,KOTA BANDUNG,BAIK,21,UNIT,2023/2024
642,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK RINGAN,7,UNIT,2023/2024
643,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK SEDANG,2,UNIT,2023/2024
644,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK BERAT,3,UNIT,2023/2024
645,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK TOTAL,0,UNIT,2023/2024
646,32,JAWA BARAT,3274,KOTA CIREBON,BAIK,6,UNIT,2023/2024
647,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK RINGAN,1,UNIT,2023/2024
648,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK SEDANG,0,UNIT,2023/2024
649,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK BERAT,2,UNIT,2023/2024
650,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK TOTAL,0,UNIT,2023/2024
651,32,JAWA BARAT,3275,KOTA BEKASI,BAIK,16,UNIT,2023/2024
652,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK RINGAN,6,UNIT,2023/2024
653,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK SEDANG,0,UNIT,2023/2024
654,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK BERAT,0,UNIT,2023/2024
655,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK TOTAL,0,UNIT,2023/2024
656,32,JAWA BARAT,3276,KOTA DEPOK,BAIK,18,UNIT,2023/2024
657,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK RINGAN,5,UNIT,2023/2024
658,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK SEDANG,2,UNIT,2023/2024
659,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK BERAT,0,UNIT,2023/2024
660,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK TOTAL,0,UNIT,2023/2024
661,32,JAWA BARAT,3277,KOTA CIMAHI,BAIK,3,UNIT,2023/2024
662,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK RINGAN,0,UNIT,2023/2024
663,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK SEDANG,0,UNIT,2023/2024
664,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK BERAT,0,UNIT,2023/2024
665,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK TOTAL,0,UNIT,2023/2024
666,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAIK,4,UNIT,2023/2024
667,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK RINGAN,5,UNIT,2023/2024
668,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK SEDANG,0,UNIT,2023/2024
669,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK BERAT,0,UNIT,2023/2024
670,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK TOTAL,0,UNIT,2023/2024
671,32,JAWA BARAT,3279,KOTA BANJAR,BAIK,1,UNIT,2023/2024
672,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK RINGAN,0,UNIT,2023/2024
673,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK SEDANG,0,UNIT,2023/2024
674,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK BERAT,0,UNIT,2023/2024
675,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK TOTAL,0,UNIT,2023/2024
676,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAIK,21,UNIT,2024/2025
677,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK RINGAN,10,UNIT,2024/2025
678,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK SEDANG,2,UNIT,2024/2025
679,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK BERAT,1,UNIT,2024/2025
680,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK TOTAL,0,UNIT,2024/2025
681,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAIK,16,UNIT,2024/2025
682,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK RINGAN,10,UNIT,2024/2025
683,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK SEDANG,2,UNIT,2024/2025
684,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK BERAT,0,UNIT,2024/2025
685,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK TOTAL,0,UNIT,2024/2025
686,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAIK,12,UNIT,2024/2025
687,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK RINGAN,3,UNIT,2024/2025
688,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK SEDANG,2,UNIT,2024/2025
689,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK BERAT,1,UNIT,2024/2025
690,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK TOTAL,0,UNIT,2024/2025
691,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAIK,11,UNIT,2024/2025
692,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK RINGAN,2,UNIT,2024/2025
693,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK SEDANG,1,UNIT,2024/2025
694,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK BERAT,0,UNIT,2024/2025
695,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK TOTAL,0,UNIT,2024/2025
696,32,JAWA BARAT,3205,KABUPATEN GARUT,BAIK,8,UNIT,2024/2025
697,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK RINGAN,11,UNIT,2024/2025
698,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK SEDANG,4,UNIT,2024/2025
699,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK BERAT,0,UNIT,2024/2025
700,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK TOTAL,0,UNIT,2024/2025
701,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAIK,17,UNIT,2024/2025
702,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK RINGAN,2,UNIT,2024/2025
703,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK SEDANG,2,UNIT,2024/2025
704,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK BERAT,0,UNIT,2024/2025
705,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK TOTAL,0,UNIT,2024/2025
706,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAIK,13,UNIT,2024/2025
707,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK RINGAN,6,UNIT,2024/2025
708,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK SEDANG,2,UNIT,2024/2025
709,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK BERAT,0,UNIT,2024/2025
710,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK TOTAL,0,UNIT,2024/2025
711,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BAIK,4,UNIT,2024/2025
712,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK RINGAN,1,UNIT,2024/2025
713,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK SEDANG,0,UNIT,2024/2025
714,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK BERAT,0,UNIT,2024/2025
715,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK TOTAL,0,UNIT,2024/2025
716,32,JAWA BARAT,3209,KABUPATEN CIREBON,BAIK,6,UNIT,2024/2025
717,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK RINGAN,7,UNIT,2024/2025
718,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK SEDANG,0,UNIT,2024/2025
719,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK BERAT,1,UNIT,2024/2025
720,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK TOTAL,0,UNIT,2024/2025
721,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BAIK,8,UNIT,2024/2025
722,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK RINGAN,2,UNIT,2024/2025
723,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK SEDANG,1,UNIT,2024/2025
724,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK BERAT,1,UNIT,2024/2025
725,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK TOTAL,0,UNIT,2024/2025
726,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAIK,8,UNIT,2024/2025
727,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK RINGAN,5,UNIT,2024/2025
728,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK SEDANG,4,UNIT,2024/2025
729,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK BERAT,0,UNIT,2024/2025
730,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK TOTAL,0,UNIT,2024/2025
731,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAIK,7,UNIT,2024/2025
732,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK RINGAN,2,UNIT,2024/2025
733,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK SEDANG,3,UNIT,2024/2025
734,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK BERAT,3,UNIT,2024/2025
735,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK TOTAL,0,UNIT,2024/2025
736,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAIK,10,UNIT,2024/2025
737,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK RINGAN,4,UNIT,2024/2025
738,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK SEDANG,0,UNIT,2024/2025
739,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK BERAT,1,UNIT,2024/2025
740,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK TOTAL,0,UNIT,2024/2025
741,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAIK,4,UNIT,2024/2025
742,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK RINGAN,1,UNIT,2024/2025
743,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK SEDANG,0,UNIT,2024/2025
744,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK BERAT,0,UNIT,2024/2025
745,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK TOTAL,0,UNIT,2024/2025
746,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAIK,3,UNIT,2024/2025
747,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK RINGAN,2,UNIT,2024/2025
748,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK SEDANG,0,UNIT,2024/2025
749,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK BERAT,0,UNIT,2024/2025
750,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK TOTAL,0,UNIT,2024/2025
751,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAIK,17,UNIT,2024/2025
752,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK RINGAN,4,UNIT,2024/2025
753,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK SEDANG,1,UNIT,2024/2025
754,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK BERAT,1,UNIT,2024/2025
755,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK TOTAL,0,UNIT,2024/2025
756,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAIK,5,UNIT,2024/2025
757,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK RINGAN,5,UNIT,2024/2025
758,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK SEDANG,1,UNIT,2024/2025
759,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK BERAT,2,UNIT,2024/2025
760,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK TOTAL,0,UNIT,2024/2025
761,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAIK,2,UNIT,2024/2025
762,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK RINGAN,0,UNIT,2024/2025
763,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK SEDANG,1,UNIT,2024/2025
764,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK BERAT,1,UNIT,2024/2025
765,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK TOTAL,0,UNIT,2024/2025
766,32,JAWA BARAT,3271,KOTA BOGOR,BAIK,3,UNIT,2024/2025
767,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK RINGAN,2,UNIT,2024/2025
768,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK SEDANG,0,UNIT,2024/2025
769,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK BERAT,0,UNIT,2024/2025
770,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK TOTAL,0,UNIT,2024/2025
771,32,JAWA BARAT,3272,KOTA SUKABUMI,BAIK,6,UNIT,2024/2025
772,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK RINGAN,1,UNIT,2024/2025
773,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK SEDANG,0,UNIT,2024/2025
774,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK BERAT,0,UNIT,2024/2025
775,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK TOTAL,0,UNIT,2024/2025
776,32,JAWA BARAT,3273,KOTA BANDUNG,BAIK,21,UNIT,2024/2025
777,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK RINGAN,7,UNIT,2024/2025
778,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK SEDANG,2,UNIT,2024/2025
779,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK BERAT,3,UNIT,2024/2025
780,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK TOTAL,0,UNIT,2024/2025
781,32,JAWA BARAT,3274,KOTA CIREBON,BAIK,6,UNIT,2024/2025
782,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK RINGAN,1,UNIT,2024/2025
783,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK SEDANG,0,UNIT,2024/2025
784,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK BERAT,2,UNIT,2024/2025
785,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK TOTAL,0,UNIT,2024/2025
786,32,JAWA BARAT,3275,KOTA BEKASI,BAIK,16,UNIT,2024/2025
787,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK RINGAN,6,UNIT,2024/2025
788,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK SEDANG,0,UNIT,2024/2025
789,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK BERAT,0,UNIT,2024/2025
790,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK TOTAL,0,UNIT,2024/2025
791,32,JAWA BARAT,3276,KOTA DEPOK,BAIK,18,UNIT,2024/2025
792,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK RINGAN,5,UNIT,2024/2025
793,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK SEDANG,2,UNIT,2024/2025
794,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK BERAT,0,UNIT,2024/2025
